Provinsi_Asal,Provinsi_Tujuan,lag_hari,p_value_raw,kontrol,n_observasi,jenis_pasangan,p_value_terkoreksi,signifikan
Sulawesi Utara,Kalimantan Utara,14,1.5895658047649084e-09,dengan_kontrol,574,distribusi,1.8166466340170382e-08,True
DKI Jakarta,Kepulauan Bangka Belitung,1,5.140362592472473e-08,dengan_kontrol,574,distribusi,3.738445521798162e-07,True
DKI Jakarta,Kepulauan Bangka Belitung,3,7.966110130977915e-11,dengan_kontrol,574,distribusi,1.3854104575613765e-09,True
DKI Jakarta,Kepulauan Bangka Belitung,7,7.228413121659154e-13,dengan_kontrol,574,distribusi,1.9559303353699047e-11,True
DKI Jakarta,Kepulauan Bangka Belitung,14,1.6919050685788852e-11,dengan_kontrol,574,distribusi,3.222676321102639e-10,True
Jawa Barat,Kepulauan Bangka Belitung,1,1.968471422205695e-05,dengan_kontrol,574,distribusi,7.358771671796991e-05,True
Jawa Barat,Kepulauan Bangka Belitung,3,1.2437368628911331e-33,dengan_kontrol,574,distribusi,1.6583158171881775e-31,True
Jawa Barat,Kepulauan Bangka Belitung,7,8.325459728761268e-34,dengan_kontrol,574,distribusi,1.6583158171881775e-31,True
Jawa Barat,Kepulauan Bangka Belitung,14,1.5853376397142556e-37,dengan_kontrol,574,distribusi,6.341350558857023e-35,True
Jawa Tengah,Kepulauan Bangka Belitung,1,3.0689160978841188e-16,dengan_kontrol,574,distribusi,1.3639627101707194e-14,True
Jawa Tengah,Kepulauan Bangka Belitung,3,3.524606479965953e-20,dengan_kontrol,574,distribusi,2.3497376533106354e-18,True
Jawa Tengah,Kepulauan Bangka Belitung,7,2.1836627127216957e-23,dengan_kontrol,574,distribusi,1.7469301701773564e-21,True
Jawa Tengah,Kepulauan Bangka Belitung,14,1.6304920661900004e-31,dengan_kontrol,574,distribusi,1.6304920661900003e-29,True
Jawa Timur,Kepulauan Bangka Belitung,1,1.4007996527775303e-09,dengan_kontrol,574,distribusi,1.697938973063673e-08,True
Jawa Timur,Kepulauan Bangka Belitung,3,1.4550345729349101e-15,dengan_kontrol,574,distribusi,4.8501152431163675e-14,True
Jawa Timur,Kepulauan Bangka Belitung,7,6.699154270205447e-18,dengan_kontrol,574,distribusi,3.3495771351027236e-16,True
Jawa Timur,Kepulauan Bangka Belitung,14,7.222550314654822e-19,dengan_kontrol,574,distribusi,4.127171608374184e-17,True
Jawa Tengah,Kepulauan Riau,1,0.9491292403840601,dengan_kontrol,574,distribusi,0.9491292403840601,False
Jawa Tengah,Kepulauan Riau,3,0.8926935715008243,dengan_kontrol,574,distribusi,0.8994393667514602,False
Jawa Tengah,Kepulauan Riau,7,0.6925989746623409,dengan_kontrol,574,distribusi,0.7233409657047947,False
Jawa Tengah,Kepulauan Riau,14,0.6552774092571851,dengan_kontrol,574,distribusi,0.6897656939549318,False
Sumatera Utara,Kepulauan Riau,1,0.06359963935908994,dengan_kontrol,574,distribusi,0.09492483486431333,False
Sumatera Utara,Kepulauan Riau,3,0.1646370357890181,dengan_kontrol,574,distribusi,0.21451079581631022,False
Sumatera Utara,Kepulauan Riau,7,0.49766340213230287,dengan_kontrol,574,distribusi,0.5544996124036801,False
Sumatera Utara,Kepulauan Riau,14,0.7174923958472668,dengan_kontrol,574,distribusi,0.7435154361111573,False
DKI Jakarta,Lampung,1,0.02106045113935892,dengan_kontrol,574,distribusi,0.03615528092593806,True
DKI Jakarta,Lampung,3,0.14984043746348966,dengan_kontrol,574,distribusi,0.198464155580781,False
DKI Jakarta,Lampung,7,0.43704497827465005,dengan_kontrol,574,distribusi,0.5018260509287578,False
DKI Jakarta,Lampung,14,0.7403228864678266,dengan_kontrol,574,distribusi,0.7651916139202343,False
Jawa Barat,Lampung,1,5.77662924855483e-09,dengan_kontrol,574,distribusi,5.776629248554829e-08,True
Jawa Barat,Lampung,3,1.5928719577827152e-08,dengan_kontrol,574,distribusi,1.4158861846957469e-07,True
Jawa Barat,Lampung,7,4.979705413701358e-07,dengan_kontrol,574,distribusi,2.8867857470732515e-06,True
Jawa Barat,Lampung,14,1.0166665379692797e-06,dengan_kontrol,574,distribusi,5.422221535836158e-06,True
Jawa Tengah,Lampung,1,1.4871127730187326e-10,dengan_kontrol,574,distribusi,2.379380436829972e-09,True
Jawa Tengah,Lampung,3,1.0784562182304707e-08,dengan_kontrol,574,distribusi,9.804147438458825e-08,True
Jawa Tengah,Lampung,7,7.407382118904013e-08,dengan_kontrol,574,distribusi,5.29098722778858e-07,True
Jawa Tengah,Lampung,14,8.206317719680934e-09,dengan_kontrol,574,distribusi,7.815540685410414e-08,True
Jawa Timur,Lampung,1,1.0522166785081573e-05,dengan_kontrol,574,distribusi,4.3390378495181746e-05,True
Jawa Timur,Lampung,3,8.596932448091593e-06,dengan_kontrol,574,distribusi,3.6488906643848167e-05,True
Jawa Timur,Lampung,7,1.269548293153762e-05,dengan_kontrol,574,distribusi,5.050749840813168e-05,True
Jawa Timur,Lampung,14,1.3202600634737364e-05,dengan_kontrol,574,distribusi,5.1723473955907865e-05,True
Jawa Timur,Maluku,1,0.33363313800158567,dengan_kontrol,574,distribusi,0.39956064431327626,False
Jawa Timur,Maluku,3,0.15312361542099542,dengan_kontrol,574,distribusi,0.20147844134341503,False
Jawa Timur,Maluku,7,0.0005847121468627095,dengan_kontrol,574,distribusi,0.0015089345725489277,True
Jawa Timur,Maluku,14,0.0005160176167067457,dengan_kontrol,574,distribusi,0.0013534946755597455,True
Sulawesi Selatan,Maluku,1,0.02451673751456373,dengan_kontrol,574,distribusi,0.04120460086481299,True
Sulawesi Selatan,Maluku,3,0.0017926438713712464,dengan_kontrol,574,distribusi,0.00421798557969705,True
Sulawesi Selatan,Maluku,7,0.002131383137045331,dengan_kontrol,574,distribusi,0.0048997313495294965,True
Sulawesi Selatan,Maluku,14,0.004276767118161129,dengan_kontrol,574,distribusi,0.009000748333520419,True
Sulawesi Utara,Maluku,1,0.7905010406314094,dengan_kontrol,574,distribusi,0.808696716758475,False
Sulawesi Utara,Maluku,3,0.6139955151115807,dengan_kontrol,574,distribusi,0.6602102313027749,False
Sulawesi Utara,Maluku,7,0.001094705191844282,dengan_kontrol,574,distribusi,0.0027029757823315605,True
Sulawesi Utara,Maluku,14,6.876006665045327e-06,dengan_kontrol,574,distribusi,3.022420512107836e-05,True
Sulawesi Utara,Maluku Utara,1,0.00042623400023895176,dengan_kontrol,574,distribusi,0.0011677643842163063,True
Sulawesi Utara,Maluku Utara,3,1.9721330107806483e-06,dengan_kontrol,574,distribusi,9.50425547364168e-06,True
Sulawesi Utara,Maluku Utara,7,1.0386133699229378e-08,dengan_kontrol,574,distribusi,9.661519720213375e-08,True
Sulawesi Utara,Maluku Utara,14,1.9057977241423488e-08,dengan_kontrol,574,distribusi,1.6572154122976945e-07,True
Jawa Tengah,Nusa Tenggara Barat,1,4.969689411954281e-05,dengan_kontrol,574,distribusi,0.00016889518593687317,True
Jawa Tengah,Nusa Tenggara Barat,3,9.16125819785232e-05,dengan_kontrol,574,distribusi,0.0002979270958651161,True
Jawa Tengah,Nusa Tenggara Barat,7,0.00016139150558337282,dengan_kontrol,574,distribusi,0.0005004387770027064,True
Jawa Tengah,Nusa Tenggara Barat,14,0.0002729954170366092,dengan_kontrol,574,distribusi,0.0008024093608657738,True
Jawa Tengah,Nusa Tenggara Timur,1,0.13408330602904497,dengan_kontrol,574,distribusi,0.1781837953874352,False
Jawa Tengah,Nusa Tenggara Timur,3,0.4208516816256527,dengan_kontrol,574,distribusi,0.4879439786964089,False
Jawa Tengah,Nusa Tenggara Timur,7,0.902562864506905,dengan_kontrol,574,distribusi,0.9066546833670497,False
Jawa Tengah,Nusa Tenggara Timur,14,0.03633498722856318,dengan_kontrol,574,distribusi,0.05736320286754673,False
Nusa Tenggara Barat,Nusa Tenggara Timur,1,0.6365580884434827,dengan_kontrol,574,distribusi,0.6771894557909391,False
Nusa Tenggara Barat,Nusa Tenggara Timur,3,0.42361612726765463,dengan_kontrol,574,distribusi,0.4884228497954268,False
Nusa Tenggara Barat,Nusa Tenggara Timur,7,0.5124130476505553,dengan_kontrol,574,distribusi,0.5662022625972987,False
Nusa Tenggara Barat,Nusa Tenggara Timur,14,0.03642563382089217,dengan_kontrol,574,distribusi,0.05736320286754673,False
Sulawesi Selatan,Nusa Tenggara Timur,1,0.46772210492854105,dengan_kontrol,574,distribusi,0.5284995535915717,False
Sulawesi Selatan,Nusa Tenggara Timur,3,0.24210167807715743,dengan_kontrol,574,distribusi,0.2988909605890832,False
Sulawesi Selatan,Nusa Tenggara Timur,7,0.1693431619979908,dengan_kontrol,574,distribusi,0.2192144491883376,False
Sulawesi Selatan,Nusa Tenggara Timur,14,0.09481395562984483,dengan_kontrol,574,distribusi,0.13354078257724625,False
Jawa Tengah,Papua,1,0.5466171750553757,dengan_kontrol,574,distribusi,0.5957680382074939,False
Jawa Tengah,Papua,3,0.023932399345724716,dengan_kontrol,574,distribusi,0.04056338872156732,True
Jawa Tengah,Papua,7,3.557636644427281e-05,dengan_kontrol,574,distribusi,0.00012820312232170378,True
Jawa Tengah,Papua,14,0.0011944524119184127,dengan_kontrol,574,distribusi,0.002895642210711304,True
Jawa Timur,Papua,1,0.2873647995092132,dengan_kontrol,574,distribusi,0.3483209691020766,False
Jawa Timur,Papua,3,0.5170888742395675,dengan_kontrol,574,distribusi,0.5682295321313928,False
Jawa Timur,Papua,7,4.2466856581723e-05,dengan_kontrol,574,distribusi,0.0001490065143218351,True
Jawa Timur,Papua,14,3.665573112053405e-05,dengan_kontrol,574,distribusi,0.00013091332543047873,True
Nusa Tenggara Barat,Papua,1,0.8328055455222876,dengan_kontrol,574,distribusi,0.8454878634744036,False
Nusa Tenggara Barat,Papua,3,0.17500326332132615,dengan_kontrol,574,distribusi,0.22508458304993717,False
Nusa Tenggara Barat,Papua,7,0.4574914995955669,dengan_kontrol,574,distribusi,0.5198767040858715,False
Nusa Tenggara Barat,Papua,14,0.7669663889780435,dengan_kontrol,574,distribusi,0.7906869989464366,False
Sulawesi Selatan,Papua,1,0.2564739401704267,dengan_kontrol,574,distribusi,0.3137295904225403,False
Sulawesi Selatan,Papua,3,0.1676582216992609,dengan_kontrol,574,distribusi,0.21773795025878037,False
Sulawesi Selatan,Papua,7,0.024353912314161934,dengan_kontrol,574,distribusi,0.04110364947537879,True
Sulawesi Selatan,Papua,14,0.00622332505156458,dengan_kontrol,574,distribusi,0.01244665010312916,True
Jawa Timur,Papua Barat,1,0.3793875947694467,dengan_kontrol,574,distribusi,0.44598429214201946,False
Jawa Timur,Papua Barat,3,0.7075598135848084,dengan_kontrol,574,distribusi,0.7351270790491515,False
Jawa Timur,Papua Barat,7,0.018728250399514725,dengan_kontrol,574,distribusi,0.03271310113452354,True
Jawa Timur,Papua Barat,14,0.02279275204342309,dengan_kontrol,574,distribusi,0.03896196930499674,True
Sulawesi Selatan,Papua Barat,1,0.035475416636275216,dengan_kontrol,574,distribusi,0.05631018513694479,False
Sulawesi Selatan,Papua Barat,3,0.10242293145299726,dengan_kontrol,574,distribusi,0.1412730089006859,False
Sulawesi Selatan,Papua Barat,7,0.0009003153165209591,dengan_kontrol,574,distribusi,0.0022649441925055576,True
Sulawesi Selatan,Papua Barat,14,0.007242572948938313,dengan_kontrol,574,distribusi,0.014296877770000835,True
Jawa Tengah,Riau,1,0.07196817950562058,dengan_kontrol,574,distribusi,0.10515625718106156,False
Jawa Tengah,Riau,3,0.25001513108535545,dengan_kontrol,574,distribusi,0.3067670320065711,False
Jawa Tengah,Riau,7,0.31464286157170157,dengan_kontrol,574,distribusi,0.380233065343446,False
Jawa Tengah,Riau,14,0.3609039864247315,dengan_kontrol,574,distribusi,0.42837268418365754,False
Jawa Timur,Riau,1,0.5054530807407195,dengan_kontrol,574,distribusi,0.561614534156355,False
Jawa Timur,Riau,3,0.1768218961944517,dengan_kontrol,574,distribusi,0.22597047436990636,False
Jawa Timur,Riau,7,0.5568956160659118,dengan_kontrol,574,distribusi,0.6053213218107736,False
Jawa Timur,Riau,14,0.4652690447817789,dengan_kontrol,574,distribusi,0.5272170479113643,False
Sumatera Barat,Riau,1,0.0035277397480664953,dengan_kontrol,574,distribusi,0.007627545401224854,True
Sumatera Barat,Riau,3,0.009095127371797681,dengan_kontrol,574,distribusi,0.017160617682637134,True
Sumatera Barat,Riau,7,0.0001724923873809605,dengan_kontrol,574,distribusi,0.0005307458073260323,True
Sumatera Barat,Riau,14,5.955237601723639e-05,dengan_kontrol,574,distribusi,0.00020017605383945006,True
Sumatera Utara,Riau,1,1.4268419347454168e-05,dengan_kontrol,574,distribusi,5.4878535951746795e-05,True
Sumatera Utara,Riau,3,4.747340375363552e-08,dengan_kontrol,574,distribusi,3.520291307355808e-07,True
Sumatera Utara,Riau,7,7.32927585835213e-07,dengan_kontrol,574,distribusi,4.071819921306739e-06,True
Sumatera Utara,Riau,14,1.6614279481962252e-05,dengan_kontrol,574,distribusi,6.269539427155567e-05,True
Sulawesi Selatan,Sulawesi Barat,1,0.0018602883305894639,dengan_kontrol,574,distribusi,0.004301244695004541,True
Sulawesi Selatan,Sulawesi Barat,3,2.127556500530368e-07,dengan_kontrol,574,distribusi,1.2965489283917087e-06,True
Sulawesi Selatan,Sulawesi Barat,7,5.955532777904996e-07,dengan_kontrol,574,distribusi,3.3552297340309838e-06,True
Sulawesi Selatan,Sulawesi Barat,14,9.2706397894841e-06,dengan_kontrol,574,distribusi,3.8627665789517086e-05,True
Jawa Timur,Sulawesi Selatan,1,0.0014960880650534325,dengan_kontrol,574,distribusi,0.0035834444671938503,True
Jawa Timur,Sulawesi Selatan,3,0.00021402900424238085,dengan_kontrol,574,distribusi,0.0006485727401284268,True
Jawa Timur,Sulawesi Selatan,7,1.0500333322560023e-06,dengan_kontrol,574,distribusi,5.526491222400012e-06,True
Jawa Timur,Sulawesi Selatan,14,9.153388427775811e-08,dengan_kontrol,574,distribusi,6.423430475632148e-07,True
Nusa Tenggara Barat,Sulawesi Selatan,1,0.8397948145306263,dengan_kontrol,574,distribusi,0.8504251286386089,False
Nusa Tenggara Barat,Sulawesi Selatan,3,0.08508935273770005,dengan_kontrol,574,distribusi,0.1224307233635972,False
Nusa Tenggara Barat,Sulawesi Selatan,7,0.3896024242396019,dengan_kontrol,574,distribusi,0.4556753499878385,False
Nusa Tenggara Barat,Sulawesi Selatan,14,0.06762033313035044,dengan_kontrol,574,distribusi,0.09980860978649513,False
Nusa Tenggara Barat,Sulawesi Tengah,1,0.8009999180409252,dengan_kontrol,574,distribusi,0.8154689357125231,False
Nusa Tenggara Barat,Sulawesi Tengah,3,0.006195297270220044,dengan_kontrol,574,distribusi,0.01244665010312916,True
Nusa Tenggara Barat,Sulawesi Tengah,7,0.0178263539042406,dengan_kontrol,574,distribusi,0.031412077364300614,True
Nusa Tenggara Barat,Sulawesi Tengah,14,0.03121381210642866,dengan_kontrol,574,distribusi,0.05096132588804679,False
Sulawesi Selatan,Sulawesi Tengah,1,0.0011311638220346343,dengan_kontrol,574,distribusi,0.002775862139962293,True
Sulawesi Selatan,Sulawesi Tengah,3,0.0002629081197440238,dengan_kontrol,574,distribusi,0.000784800357444847,True
Sulawesi Selatan,Sulawesi Tengah,7,0.008019808150113545,dengan_kontrol,574,distribusi,0.015497213816644533,True
Sulawesi Selatan,Sulawesi Tengah,14,0.008648593579067995,dengan_kontrol,574,distribusi,0.016473511579177133,True
Sulawesi Utara,Sulawesi Tengah,1,0.20239563572250213,dengan_kontrol,574,distribusi,0.2545857053113234,False
Sulawesi Utara,Sulawesi Tengah,3,0.002979608329553628,dengan_kontrol,574,distribusi,0.006621351843452506,True
Sulawesi Utara,Sulawesi Tengah,7,0.012510424015633811,dengan_kontrol,574,distribusi,0.022746225482970565,True
Sulawesi Utara,Sulawesi Tengah,14,0.00029186581223986086,dengan_kontrol,574,distribusi,0.0008412816325447951,True
Gorontalo,Sulawesi Tenggara,1,0.21193618718809148,dengan_kontrol,574,distribusi,0.26492023398511433,False
Gorontalo,Sulawesi Tenggara,3,0.0001859460898896589,dengan_kontrol,574,distribusi,0.0005677743202737676,True
Gorontalo,Sulawesi Tenggara,7,3.20380227949273e-08,dengan_kontrol,574,distribusi,2.5645507534505574e-07,True
Gorontalo,Sulawesi Tenggara,14,1.4922994789057998e-07,dengan_kontrol,574,distribusi,9.47491732638603e-07,True
Sulawesi Selatan,Sulawesi Tenggara,1,0.008985530514360622,dengan_kontrol,574,distribusi,0.017034181069877957,True
Sulawesi Selatan,Sulawesi Tenggara,3,0.0005177117134016027,dengan_kontrol,574,distribusi,0.0013534946755597455,True
Sulawesi Selatan,Sulawesi Tenggara,7,0.0003409863117442886,dengan_kontrol,574,distribusi,0.000953807865018989,True
Sulawesi Selatan,Sulawesi Tenggara,14,0.0015117001535510039,dengan_kontrol,574,distribusi,0.0035992860798833427,True
Sulawesi Selatan,Sulawesi Utara,1,0.0423564130818126,dengan_kontrol,574,distribusi,0.06522036899250219,False
Sulawesi Selatan,Sulawesi Utara,3,0.09646279580874448,dengan_kontrol,574,distribusi,0.13444292098779717,False
Sulawesi Selatan,Sulawesi Utara,7,0.010718831587187106,dengan_kontrol,574,distribusi,0.01992052858851068,True
Sulawesi Selatan,Sulawesi Utara,14,0.023410248217155837,dengan_kontrol,574,distribusi,0.039847231007924824,True
Jambi,Sumatera Barat,1,5.348650041599524e-07,dengan_kontrol,574,distribusi,3.0563714523425853e-06,True
Jambi,Sumatera Barat,3,2.7692501552508856e-09,dengan_kontrol,574,distribusi,2.915000163421985e-08,True
Jambi,Sumatera Barat,7,9.683619395079375e-08,dengan_kontrol,574,distribusi,6.565165691579237e-07,True
Jambi,Sumatera Barat,14,2.4088142040438564e-07,dengan_kontrol,574,distribusi,1.4380980322649889e-06,True
Jawa Barat,Sumatera Barat,1,0.16461827122853806,dengan_kontrol,574,distribusi,0.21451079581631022,False
Jawa Barat,Sumatera Barat,3,0.0005282800946442966,dengan_kontrol,574,distribusi,0.001372156089985186,True
Jawa Barat,Sumatera Barat,7,0.006048349676216548,dengan_kontrol,574,distribusi,0.012280913048155427,True
Jawa Barat,Sumatera Barat,14,0.007476408841684232,dengan_kontrol,574,distribusi,0.014588114813042405,True
Jawa Tengah,Sumatera Barat,1,0.0004312871527582601,dengan_kontrol,574,distribusi,0.001173570483695946,True
Jawa Tengah,Sumatera Barat,3,0.008199219080141899,dengan_kontrol,574,distribusi,0.015767729000272884,True
Jawa Tengah,Sumatera Barat,7,0.005743347977928469,dengan_kontrol,574,distribusi,0.011721118322303,True
Jawa Tengah,Sumatera Barat,14,0.03480075009618804,dengan_kontrol,574,distribusi,0.055681200153900864,False
Sumatera Utara,Sumatera Barat,1,8.077838172824362e-06,dengan_kontrol,574,distribusi,3.4743389990642416e-05,True
Sumatera Utara,Sumatera Barat,3,0.0004717961524273798,dengan_kontrol,574,distribusi,0.0012581230731396795,True
Sumatera Utara,Sumatera Barat,7,0.0061516692225977625,dengan_kontrol,574,distribusi,0.01242761459110659,True
Sumatera Utara,Sumatera Barat,14,0.06386542319083202,dengan_kontrol,574,distribusi,0.09496717203097699,False
DI Yogyakarta,Sumatera Selatan,1,0.2433334453444743,dengan_kontrol,574,distribusi,0.29948731734704526,False
DI Yogyakarta,Sumatera Selatan,3,0.09081796503873184,dengan_kontrol,574,distribusi,0.12927824204801686,False
DI Yogyakarta,Sumatera Selatan,7,0.5143534503188876,dengan_kontrol,574,distribusi,0.5667806615084161,False
DI Yogyakarta,Sumatera Selatan,14,0.6219549940669081,dengan_kontrol,574,distribusi,0.6651925070234311,False
Jawa Tengah,Sumatera Selatan,1,0.00046917951873788236,dengan_kontrol,574,distribusi,0.0012581230731396795,True
Jawa Tengah,Sumatera Selatan,3,8.814198042804717e-05,dengan_kontrol,574,distribusi,0.0002889900997640891,True
Jawa Tengah,Sumatera Selatan,7,0.00027482520609652757,dengan_kontrol,574,distribusi,0.0008024093608657738,True
Jawa Tengah,Sumatera Selatan,14,0.0011810466125272599,dengan_kontrol,574,distribusi,0.0028806014939689265,True
Jawa Timur,Sumatera Selatan,1,0.0002953580311770202,dengan_kontrol,574,distribusi,0.0008438800890772006,True
Jawa Timur,Sumatera Selatan,3,0.00029234536730931627,dengan_kontrol,574,distribusi,0.0008412816325447951,True
Jawa Timur,Sumatera Selatan,7,0.0024964302019465042,dengan_kontrol,574,distribusi,0.005641650173890405,True
Jawa Timur,Sumatera Selatan,14,0.0002676787236037283,dengan_kontrol,574,distribusi,0.0007931221440110467,True
Lampung,Sumatera Selatan,1,0.007559082376371704,dengan_kontrol,574,distribusi,0.014677829857032434,True
Lampung,Sumatera Selatan,3,0.027831499903653814,dengan_kontrol,574,distribusi,0.04619336083593994,True
Lampung,Sumatera Selatan,7,0.08918980504108673,dengan_kontrol,574,distribusi,0.12741400720155246,False
Lampung,Sumatera Selatan,14,0.0018549561951730087,dengan_kontrol,574,distribusi,0.004301244695004541,True
Sumatera Barat,Sumatera Selatan,1,0.0007082538182076429,dengan_kontrol,574,distribusi,0.001793047641032007,True
Sumatera Barat,Sumatera Selatan,3,0.0004078424956554419,dengan_kontrol,574,distribusi,0.0011250827466357017,True
Sumatera Barat,Sumatera Selatan,7,0.005167793216072338,dengan_kontrol,574,distribusi,0.01071045226128982,True
Sumatera Barat,Sumatera Selatan,14,0.0022214864684940174,dengan_kontrol,574,distribusi,0.005048832882940948,True
Jawa Barat,Sumatera Utara,1,0.1558508115740997,dengan_kontrol,574,distribusi,0.20439450698242584,False
Jawa Barat,Sumatera Utara,3,0.09893536536856506,dengan_kontrol,574,distribusi,0.13693476175579938,False
Jawa Barat,Sumatera Utara,7,0.033431068575758144,dengan_kontrol,574,distribusi,0.053921078347997003,False
Jawa Barat,Sumatera Utara,14,0.19427550398823137,dengan_kontrol,574,distribusi,0.24669905268346842,False
Jawa Timur,Sumatera Utara,1,0.002159888528905065,dengan_kontrol,574,distribusi,0.00493688806606872,True
Jawa Timur,Sumatera Utara,3,0.035394862083148175,dengan_kontrol,574,distribusi,0.05631018513694479,False
Jawa Timur,Sumatera Utara,7,0.04405571413078208,dengan_kontrol,574,distribusi,0.06751833583261622,False
Jawa Timur,Sumatera Utara,14,0.23814362966325373,dengan_kontrol,574,distribusi,0.29583059585497357,False
Riau,Sumatera Utara,1,4.752393264930341e-08,dengan_kontrol,574,distribusi,3.520291307355808e-07,True
Riau,Sumatera Utara,3,0.00011634605558661138,dengan_kontrol,574,distribusi,0.00037230737787715643,True
Riau,Sumatera Utara,7,9.513626390313127e-07,dengan_kontrol,574,distribusi,5.1425007515206095e-06,True
Riau,Sumatera Utara,14,8.66611532791394e-06,dengan_kontrol,574,distribusi,3.6488906643848167e-05,True
Sumatera Barat,Sumatera Utara,1,4.175911689780887e-05,dengan_kontrol,574,distribusi,0.0001478198828241022,True
Sumatera Barat,Sumatera Utara,3,4.353496639836009e-05,dengan_kontrol,574,distribusi,0.0001501205737874486,True
Sumatera Barat,Sumatera Utara,7,1.95706278114466e-06,dengan_kontrol,574,distribusi,9.50425547364168e-06,True
Sumatera Barat,Sumatera Utara,14,2.9406658195398843e-06,dengan_kontrol,574,distribusi,1.3677515439720392e-05,True
